Date,ATM_ID,Location_Type,Is_Weekend,Is_Payday,Is_Festival,Withdrawals,Deposits,W_100,W_500,W_2000,D_100,D_500,D_2000,Health,Revenue,Cost,Net_Cash_Flow,Net_Flow_Lag_7,Net_Flow_Rolling_3
2024-12-28,2,Market,1,0,0,406430,470578,1219,487,20,941,705,11,95.40395984473138,2965,729,64148,10282.0,56938.0
2024-12-29,2,Market,1,0,0,391497,437264,1174,469,19,874,655,10,97.7757378358623,2820,611,45767,25373.0,54526.333333333336
2024-12-30,2,Market,0,1,0,437016,472218,1311,524,21,944,708,11,97.15522258359074,3115,642,35202,69932.0,48372.333333333336
2024-12-31,2,Market,0,1,0,546334,494146,1639,655,27,988,741,12,96.70632468039473,3705,664,-52188,146593.0,9593.666666666666
2025-01-01,2,Market,0,1,0,615846,536730,1847,739,30,1073,805,13,96.5004508465996,4145,674,-79116,143181.0,-32034.0
2025-01-02,2,Market,0,1,0,517351,465311,1552,620,25,930,697,11,96.20598283531834,3505,689,-52040,53002.0,-61114.666666666664
2025-01-03,2,Market,0,1,0,592420,502082,1777,710,29,1004,753,12,95.88377125050343,3950,705,-90338,53664.0,-73831.33333333333
2025-01-04,2,Market,1,1,0,670909,535528,2012,805,33,1071,803,13,95.53566053244279,4420,723,-135381,64148.0,-92586.33333333333
2025-01-05,2,Market,1,1,0,686675,541865,2060,824,34,1083,812,13,95.301781416964,4505,734,-144810,45767.0,-123509.66666666667
2025-01-06,2,Market,0,0,0,463767,484969,1391,556,23,969,727,12,94.90684910644623,3260,754,21202,35202.0,-86329.66666666667
2025-01-07,2,Market,0,0,0,636182,438152,1908,763,31,876,657,10,94.74022823617086,4045,762,-198030,-52188.0,-107212.66666666667
2025-01-08,2,Market,0,0,0,304862,489247,914,365,15,978,733,12,94.24990412638884,2470,787,184385,-79116.0,2519.0
2025-01-09,2,Market,0,0,0,369585,461106,1108,443,18,922,691,11,93.95605251221811,2745,802,91521,-52040.0,25958.666666666668
2025-01-10,2,Market,0,0,0,378196,567204,1134,453,18,1134,850,14,93.88524683690916,3005,805,189008,-90338.0,154971.33333333334
2025-01-11,2,Market,1,0,0,498515,513727,1495,598,24,1027,770,12,93.5602006113392,3495,821,15212,-135381.0,98580.33333333333
2025-01-12,2,Market,1,0,0,480773,486878,1442,576,24,973,730,12,93.40214816736875,3370,829,6105,-144810.0,70108.33333333333
2025-01-13,2,Market,0,0,0,447643,472951,1342,537,22,945,709,11,93.1899536583325,3165,840,25308,21202.0,15541.666666666666
2025-01-14,2,Market,0,0,0,422730,532146,1268,507,21,1064,798,13,92.93313696636817,3160,853,109416,-198030.0,46943.0
2025-01-15,2,Market,0,0,0,331575,461131,994,397,16,922,691,11,92.73925480210329,2570,863,129556,184385.0,88093.33333333333
2025-01-16,2,Market,0,0,0,482568,487588,1447,579,24,975,731,12,92.73448532509052,3370,863,5020,91521.0,81330.66666666667
2025-01-17,2,Market,0,0,0,434886,495553,1304,521,21,991,743,12,92.2789774751009,3140,886,60667,189008.0,65081.0
2025-01-18,2,Market,1,0,0,553878,555475,1661,664,27,1110,833,13,92.06647626803931,3860,896,1597,15212.0,22428.0
2025-01-19,2,Market,1,0,0,385702,408905,1157,462,19,817,613,10,91.81748811674561,2735,909,23203,6105.0,28489.0
2025-01-20,2,Market,0,0,0,415438,423521,1246,498,20,847,635,10,91.52474514758809,2915,923,8083,25308.0,10961.0
2025-01-21,2,Market,0,0,0,355183,443766,1065,426,17,887,665,11,91.27253462773048,2655,936,88583,109416.0,39956.333333333336
2025-01-22,2,Market,0,0,0,416362,511998,1249,499,20,1023,767,12,91.1651623765263,3095,941,95636,129556.0,64100.666666666664
2025-01-23,2,Market,0,0,0,440433,649394,1321,528,22,1298,974,16,91.11324268347083,3490,944,208961,5020.0,131060.0
2025-01-24,2,Market,0,0,0,365615,437252,1096,438,18,874,655,10,90.9075372175906,2695,954,71637,60667.0,125411.33333333333
2025-01-25,2,Market,1,0,0,481012,425708,1443,577,24,851,638,10,90.66922698943533,3250,966,-55304,1597.0,75098.0
2025-01-26,2,Market,1,0,0,391751,523109,1175,470,19,1046,784,13,90.17282500034233,2990,991,131358,23203.0,49230.333333333336
2025-01-27,2,Market,0,0,0,444667,491140,1334,533,22,982,736,12,89.73467882608035,3180,1013,46473,8083.0,40842.333333333336
2025-01-28,2,Market,0,0,0,412839,528107,1238,495,20,1056,792,13,89.38706399820649,3100,1030,115268,88583.0,97699.66666666667
2025-01-29,2,Market,0,0,0,374766,465702,1124,449,18,931,698,11,88.97117134811391,2780,1051,90936,95636.0,84225.66666666667
2025-01-30,2,Market,0,1,0,576317,481544,1728,691,28,963,722,12,88.58269815391765,3835,1070,-94773,208961.0,37143.666666666664
2025-01-31,2,Market,0,1,0,483610,454469,1450,580,24,908,681,11,88.24889729712604,3300,1087,-29141,71637.0,-10992.666666666666
2025-02-01,2,Market,1,1,0,672817,475542,2018,807,33,951,713,11,88.08755544358712,4300,1095,-197275,-55304.0,-107063.0
2025-02-02,2,Market,1,1,0,646169,470123,1938,775,32,940,705,11,87.8103941445453,4165,1109,-176046,131358.0,-134154.0
2025-02-03,2,Market,0,1,0,567732,389465,1703,681,28,778,584,9,87.32153773813255,3595,1133,-178267,46473.0,-183862.66666666666
2025-02-04,2,Market,0,1,0,565748,465705,1697,678,28,931,698,11,86.88576489777849,3755,1155,-100043,115268.0,-151452.0
2025-02-05,2,Market,0,1,0,512932,512987,1538,615,25,1025,769,12,86.72761872341567,3570,1163,55,90936.0,-92751.66666666667
2025-02-06,2,Market,0,0,0,378880,544947,1136,454,18,1089,817,13,86.4954528510181,2955,1175,166067,-94773.0,22026.333333333332
2025-02-07,2,Market,0,0,0,446709,442797,1340,536,22,885,664,11,86.42633680762543,3105,1178,-3912,-29141.0,54070.0
2025-02-08,2,Market,1,0,0,536979,433690,1610,644,26,867,650,10,86.28068993402267,3535,1185,-103289,-197275.0,19622.0
2025-02-09,2,Market,1,0,0,501607,474990,1504,601,25,949,712,11,85.98014860132606,3440,1200,-26617,-176046.0,-44606.0
2025-02-10,2,Market,0,0,0,376344,554649,1129,451,18,1109,831,13,85.7765664520925,2975,1211,178305,-178267.0,16133.0
2025-02-11,2,Market,0,0,0,389717,493322,1169,467,19,986,739,12,85.6337531522507,2905,1218,103605,-100043.0,85097.66666666667
2025-02-12,2,Market,0,0,0,428766,567349,1286,514,21,1134,851,14,85.41228459138348,3255,1229,138583,55.0,140164.33333333334
2025-02-13,2,Market,0,0,0,407319,439954,1221,488,20,879,659,10,85.27909577066848,2895,1236,32635,166067.0,91607.66666666667
2025-02-14,2,Market,0,0,0,443008,530269,1329,531,22,1060,795,13,84.82165269560772,3260,1258,87261,-3912.0,86159.66666666667
2025-02-15,2,Market,1,0,0,529038,548945,1587,634,26,1097,823,13,84.7992769786446,3715,1260,19907,-103289.0,46601.0
2025-02-16,2,Market,1,0,0,502782,513964,1508,603,25,1027,770,12,84.38913049834001,3520,1280,11182,-26617.0,39450.0
2025-02-17,2,Market,0,0,0,376014,499773,1128,451,18,999,749,12,84.02324245082117,2865,1298,123759,178305.0,51616.0
2025-02-18,2,Market,0,0,0,369613,511855,1108,443,18,1023,767,12,83.61840532177713,2845,1319,142242,103605.0,92394.33333333333
2025-02-19,2,Market,0,0,0,422897,499058,1268,507,21,998,748,12,83.19026275775376,3090,1340,76161,138583.0,114054.0
2025-02-20,2,Market,0,0,0,415254,545545,1245,498,20,1091,818,13,83.09437602860692,3165,1345,130291,32635.0,116231.33333333333
2025-02-21,2,Market,0,0,0,431281,436242,1293,517,21,872,654,10,83.09032193016381,3020,1345,4961,87261.0,70471.0
2025-02-22,2,Market,1,0,0,458352,494109,1375,550,22,988,741,12,83.05488607983638,3255,1347,35757,19907.0,57003.0
2025-02-23,2,Market,1,0,0,429312,429597,1287,515,21,859,644,10,82.93997305894011,2975,1353,285,11182.0,13667.666666666666
2025-02-24,2,Market,0,0,0,396186,563055,1188,475,19,1126,844,14,82.46265423293687,3095,1376,166869,123759.0,67637.0
2025-02-25,2,Market,0,0,0,389425,442838,1168,467,19,885,664,11,82.44095564364758,2805,1377,53413,142242.0,73522.33333333333
2025-02-26,2,Market,0,0,0,367986,456048,1103,441,18,912,684,11,82.17480051195763,2735,1391,88062,76161.0,102781.33333333333
2025-02-27,2,Market,0,0,0,440637,460637,1321,528,22,921,690,11,81.95437295560637,3120,1402,20000,130291.0,53825.0
2025-02-28,2,Market,0,0,0,431796,544758,1295,518,21,1089,817,13,81.54100913140823,3230,1422,112962,4961.0,73674.66666666667
2025-03-01,2,Market,1,1,0,569003,425827,1707,682,28,851,638,10,81.1695983806158,3675,1441,-143176,35757.0,-3404.6666666666665
2025-03-02,2,Market,1,1,0,634238,411412,1902,761,31,822,617,10,80.78334945756764,3970,1460,-222826,285.0,-84346.66666666667
2025-03-03,2,Market,0,1,0,471912,429477,1415,566,23,858,644,10,80.34724719306818,3200,1482,-42435,166869.0,-136145.66666666666
2025-03-04,2,Market,0,1,0,569116,551761,1707,682,28,1103,827,13,80.24693900750586,3925,1487,-17355,53413.0,-94205.33333333333
2025-03-05,2,Market,0,1,0,614058,513808,1842,736,30,1027,770,12,79.89790183826653,4070,1505,-100250,88062.0,-53346.666666666664
2025-03-06,2,Market,0,0,0,397464,503173,1192,476,19,1006,754,12,79.47462645035661,2975,1526,105709,20000.0,-3965.3333333333335
2025-03-07,2,Market,0,0,0,413373,466080,1240,496,20,932,699,11,79.36141164781279,2980,1531,52707,112962.0,19388.666666666668
2025-03-08,2,Market,1,0,0,499664,451344,1498,599,24,902,677,11,78.96994456144286,3375,1551,-48320,-143176.0,36698.666666666664
2025-03-09,2,Market,1,0,0,443435,465614,1330,532,22,931,698,11,78.5857106636108,3130,1570,22179,-222826.0,8855.333333333334
2025-03-10,2,Market,0,0,0,393118,549032,1179,471,19,1098,823,13,78.08813095851073,3040,1595,155914,-42435.0,43257.666666666664
2025-03-11,2,Market,0,0,0,428376,473253,1285,514,21,946,709,11,77.98812649795435,3065,1600,44877,-17355.0,74323.33333333333
2025-03-12,2,Market,0,0,0,452569,514236,1357,543,22,1028,771,12,77.88892144735757,3270,1605,61667,-100250.0,87486.0
2025-03-13,2,Market,0,0,0,384555,528730,1153,461,19,1057,793,13,77.63703472549525,2950,1618,144175,105709.0,83573.0
2025-03-14,2,Market,0,0,0,405772,391982,1217,486,20,783,587,9,77.5321023868557,2805,1623,-13790,52707.0,64017.333333333336
2025-03-15,2,Market,1,0,0,458462,491244,1375,550,22,982,736,12,77.1726489145533,3255,1641,32782,-48320.0,54389.0
2025-03-16,2,Market,1,0,0,513767,476264,1541,616,25,952,714,11,77.06663498930219,3500,1646,-37503,22179.0,-6170.333333333333
2025-03-17,2,Market,0,0,0,359974,438955,1079,431,17,877,658,10,76.931736960356,2645,1653,78981,155914.0,24753.333333333332
2025-03-18,2,Market,0,0,0,512968,462998,1538,615,25,925,694,11,76.87692286315429,3470,1656,-49970,44877.0,-2830.6666666666665
2025-03-19,2,Market,0,0,0,352232,431393,1056,422,17,862,647,10,76.46901243764164,2610,1676,79161,61667.0,36057.333333333336
2025-03-20,2,Market,0,0,0,413402,507109,1240,496,20,1014,760,12,76.30268413773119,3060,1684,93707,144175.0,40966.0
2025-03-21,2,Market,0,0,0,349737,541881,1049,419,17,1083,812,13,76.15692567365559,2805,1692,192144,-13790.0,121670.66666666667
2025-03-22,2,Market,1,0,0,385339,493825,1156,462,19,987,740,12,76.13805201517188,2905,1693,108486,32782.0,131445.66666666666
2025-03-23,2,Market,1,0,0,544897,580771,1634,653,27,1161,871,14,75.88954019128327,3860,1705,35874,-37503.0,112168.0
2025-03-24,2,Market,0,0,1,1007991,495404,3023,1209,50,990,743,12,75.72066219771716,6015,1713,-512587,78981.0,-122742.33333333333
2025-03-25,2,Market,0,0,0,412990,507867,1238,495,20,1015,761,12,75.31009914547457,3060,1734,94877,-49970.0,-127278.66666666667
2025-03-26,2,Market,0,0,0,451114,507383,1353,541,22,1014,761,12,75.05045910427692,3260,1747,56269,79161.0,-120480.33333333333
2025-03-27,2,Market,0,0,0,327520,434366,982,393,16,868,651,10,74.82164316700434,2485,1758,106846,93707.0,85997.33333333333
2025-03-28,2,Market,0,0,0,391906,471204,1175,470,19,942,706,11,74.6710302929732,2890,1766,79298,192144.0,80804.33333333333
2025-03-29,2,Market,1,0,0,488784,432406,1466,586,24,864,648,10,74.27899940305896,3285,1786,-56378,108486.0,43255.333333333336
2025-03-30,2,Market,1,1,0,666442,534537,1999,799,33,1069,801,13,73.98868952281778,4385,1800,-131905,35874.0,-36328.333333333336
2025-03-31,2,Market,0,1,0,562346,606560,1687,674,28,1213,909,15,73.94668866555746,4010,1802,44214,-512587.0,-48023.0
2025-04-01,2,Market,0,1,0,506049,387260,1518,607,25,774,580,9,73.75932315428958,3295,1812,-118789,94877.0,-68826.66666666667
2025-04-02,2,Market,0,1,0,544711,508081,1634,653,27,1016,762,12,73.61869314409934,3710,1819,-36630,56269.0,-37068.333333333336
2025-04-03,2,Market,0,1,0,574770,453177,1724,689,28,906,679,11,73.22550945111848,3750,1838,-121593,106846.0,-92337.33333333333
2025-04-04,2,Market,0,1,0,517820,474547,1553,621,25,949,711,11,73.03703446527535,3515,1848,-43273,79298.0,-67165.33333333333
2025-04-05,2,Market,1,1,0,709457,510346,2128,851,35,1020,765,12,72.6830225732764,4545,1865,-199111,-56378.0,-121325.66666666667
2025-04-06,2,Market,1,0,0,509388,405147,1528,611,25,810,607,10,72.60603550840449,3335,1869,-104241,-131905.0,-115541.66666666667
2025-04-07,2,Market,0,0,0,382694,584915,1148,459,19,1169,877,14,72.42444091035907,3060,1878,202221,44214.0,-33710.333333333336
2025-04-08,2,Market,0,0,0,393045,544252,1179,471,19,1088,816,13,72.2392808226338,3030,1888,151207,-118789.0,83062.33333333333
2025-04-09,2,Market,0,0,0,392432,475855,1177,470,19,951,713,11,72.06156248227154,2900,1896,83423,-36630.0,145617.0
2025-04-10,2,Market,0,0,0,365428,534509,1096,438,18,1069,801,13,71.84569607035012,2885,1907,169081,-121593.0,134570.33333333334
2025-04-11,2,Market,0,0,0,392510,529567,1177,471,19,1059,794,13,71.46357325992392,3000,1926,137057,-43273.0,129853.66666666667
2025-04-12,2,Market,1,0,0,521468,516918,1564,625,26,1033,775,12,71.25883788897953,3630,1937,-4550,-199111.0,100529.33333333333
2025-04-13,2,Market,1,0,0,529506,498632,1588,635,26,997,747,12,71.08170502831571,3615,1945,-30874,-104241.0,33877.666666666664
2025-04-14,2,Market,0,0,0,487737,525873,1463,585,24,1051,788,13,70.84474514786011,3475,1957,38136,202221.0,904.0
2025-04-15,2,Market,0,0,0,392628,470119,1177,471,19,940,705,11,70.69937321491477,2890,1965,77491,151207.0,28251.0
2025-04-16,2,Market,0,0,0,366504,522998,1099,439,18,1045,784,13,70.25222176825545,2865,1987,156494,83423.0,90707.0
2025-04-17,2,Market,0,0,0,357686,492516,1073,429,17,985,738,12,70.12957672143364,2755,1993,134830,169081.0,122938.33333333333
2025-04-18,2,Market,0,0,0,328822,454415,986,394,16,908,681,11,70.09397336266302,2525,1995,125593,137057.0,138972.33333333334
2025-04-19,2,Market,1,0,0,442244,495953,1326,530,22,991,743,12,69.95036707709934,3190,2002,53709,-4550.0,104710.66666666667
2025-04-20,2,Market,1,0,0,508978,547272,1526,610,25,1094,820,13,69.8454011612626,3615,2007,38294,-30874.0,72532.0
2025-04-21,2,Market,0,0,0,479348,516344,1438,575,23,1032,774,12,69.52213361187223,3405,2023,36996,38136.0,42999.666666666664
2025-04-22,2,Market,0,0,0,345103,465329,1035,414,17,930,697,11,69.51923172745076,2655,2024,120226,77491.0,65172.0
2025-04-23,2,Market,0,0,0,390655,489695,1171,468,19,979,734,12,69.34879345765879,2920,2032,99040,156494.0,85420.66666666667
2025-04-24,2,Market,0,0,0,425541,561485,1276,510,21,1122,842,14,68.99864028071688,3245,2050,135944,134830.0,118403.33333333333
2025-04-25,2,Market,0,0,0,437717,488700,1313,525,21,977,733,12,68.76101701742328,3145,2061,50983,125593.0,95322.33333333333
2025-04-26,2,Market,1,0,0,499698,538304,1499,599,24,1076,807,13,68.59125255785794,3545,2070,38606,53709.0,75177.66666666667
2025-04-27,2,Market,1,0,0,446419,469949,1339,535,22,939,704,11,68.29115128431165,3155,2085,23530,38294.0,37706.333333333336
2025-04-28,2,Market,0,0,0,299641,443099,898,359,14,886,664,11,68.17615105803745,2355,2091,143458,36996.0,68531.33333333333
2025-04-29,2,Market,0,0,0,440878,490138,1322,529,22,980,735,12,67.99039127041566,3180,2100,49260,120226.0,72082.66666666667
2025-04-30,2,Market,0,1,0,650554,443019,1951,780,32,886,664,11,67.56391321357879,4130,2121,-207535,99040.0,-4939.0
2025-05-01,2,Market,0,1,0,689133,412831,2067,826,34,825,619,10,67.26781812336418,4245,2136,-276302,135944.0,-144859.0
2025-05-02,2,Market,0,1,0,497049,484921,1491,596,24,969,727,12,67.1104253115057,3435,2144,-12128,50983.0,-165321.66666666666
2025-05-03,2,Market,1,1,0,665023,423337,1995,798,33,846,635,10,67.10268408193694,4165,2144,-241686,38606.0,-176705.33333333334
2025-05-04,2,Market,1,1,0,593519,464237,1780,712,29,928,696,11,67.03599346361807,3870,2148,-129282,23530.0,-127698.66666666667
2025-05-05,2,Market,0,1,0,583136,468805,1749,699,29,937,703,11,67.0132183856354,3830,2149,-114331,143458.0,-161766.33333333334
2025-05-06,2,Market,0,0,0,396027,466923,1188,475,19,933,700,11,66.85595959953085,2905,2157,70896,49260.0,-57572.333333333336
2025-05-07,2,Market,0,0,0,397426,458151,1192,476,19,916,687,11,66.41765696034555,2885,2179,60725,-207535.0,5763.333333333333
2025-05-08,2,Market,0,0,0,351843,490812,1055,422,17,981,736,12,65.96766532190622,2730,2201,138969,-276302.0,90196.66666666667
2025-05-09,2,Market,0,0,0,450247,537010,1350,540,22,1074,805,13,65.80529001742262,3320,2209,86763,-12128.0,95485.66666666667
2025-05-10,2,Market,1,0,0,503260,492838,1509,603,25,985,739,12,65.51337338110991,3480,2224,-10422,-241686.0,71770.0
2025-05-11,2,Market,1,0,0,548168,508421,1644,657,27,1016,762,12,65.05563688732316,3735,2247,-39747,-129282.0,12198.0
2025-05-12,2,Market,0,0,0,408314,486364,1224,489,20,972,729,12,64.84384397388362,2995,2257,78050,-114331.0,9293.666666666666
2025-05-13,2,Market,0,0,0,388964,421228,1166,466,19,842,631,10,64.45719195382644,2765,2277,32264,70896.0,23522.333333333332
2025-05-14,2,Market,0,0,0,355072,578191,1065,426,17,1156,867,14,64.0097366325441,2925,2299,223119,60725.0,111144.33333333333
2025-05-15,2,Market,0,0,0,391078,493537,1173,469,19,987,740,12,63.83858299013035,2930,2308,102459,138969.0,119280.66666666667
2025-05-16,2,Market,0,0,0,385346,488484,1156,462,19,976,732,12,63.58414486442568,2895,2320,103138,86763.0,142905.33333333334
2025-05-17,2,Market,1,0,0,470444,488871,1411,564,23,977,733,12,63.219258545757604,3320,2339,18427,-10422.0,74674.66666666667
2025-05-18,2,Market,1,0,0,512019,405837,1536,614,25,811,608,10,63.152564237210974,3360,2342,-106182,-39747.0,5127.666666666667
2025-05-19,2,Market,0,0,0,390985,559999,1172,469,19,1119,839,13,63.05288917273863,3060,2347,169014,78050.0,27086.333333333332
2025-05-20,2,Market,0,0,0,430616,531523,1291,516,21,1063,797,13,62.78014509871015,3210,2360,100907,32264.0,54579.666666666664
2025-05-21,2,Market,0,0,0,407545,557187,1222,489,20,1114,835,13,62.65008710720245,3135,2367,149642,223119.0,139854.33333333334
2025-05-22,2,Market,0,0,0,408667,494191,1226,490,20,988,741,12,62.37758289934048,3005,2381,85524,102459.0,112024.33333333333
2025-05-23,2,Market,0,0,0,392658,474482,1177,471,19,948,711,11,62.20939854339863,2890,2389,81824,103138.0,105663.33333333333
2025-05-24,2,Market,1,0,0,578616,554054,1735,694,28,1108,831,13,62.008032358465144,3975,2399,-24562,18427.0,47595.333333333336
2025-05-25,2,Market,1,0,0,538389,487464,1615,646,26,974,731,12,61.92783542096207,3645,2403,-50925,-106182.0,2112.3333333333335
2025-05-26,2,Market,0,0,0,473924,505920,1421,568,23,1011,758,12,61.88599492683822,3360,2405,31996,169014.0,-14497.0
2025-05-27,2,Market,0,0,0,422837,440908,1268,507,21,881,661,11,61.54643051117079,2980,2422,18071,100907.0,-286.0
2025-05-28,2,Market,0,0,0,390081,456961,1170,468,19,913,685,11,61.47063655521963,2860,2426,66880,149642.0,38982.333333333336
2025-05-29,2,Market,0,0,0,349839,432051,1049,419,17,864,648,10,61.07214272784014,2585,2446,82212,85524.0,55721.0
2025-05-30,2,Market,0,1,0,550413,476826,1651,660,27,953,715,11,61.00232156273535,3700,2449,-73587,81824.0,25168.333333333332
2025-05-31,2,Market,1,1,0,783833,457148,2351,940,39,914,685,11,60.95223689961668,4810,2452,-326685,-24562.0,-106020.0
2025-06-01,2,Market,1,1,0,753525,505578,2260,904,37,1011,758,12,60.774567045506906,4760,2461,-247947,-50925.0,-216073.0
2025-06-02,2,Market,0,1,0,557045,511366,1671,668,27,1022,767,12,60.409933842588586,3795,2479,-45679,31996.0,-206770.33333333334
2025-06-03,2,Market,0,1,0,634468,399572,1903,761,31,799,599,9,60.35120280619039,3940,2482,-234896,18071.0,-176174.0
2025-06-04,2,Market,0,1,0,507745,512326,1523,609,25,1024,768,12,60.11358907268952,3545,2494,4581,66880.0,-91998.0
2025-06-05,2,Market,0,1,0,512775,513697,1538,615,25,1027,770,12,59.859641967923885,3570,2507,922,82212.0,-76464.33333333333
2025-06-06,2,Market,0,0,0,405199,428974,1215,486,20,857,643,10,59.52061177953005,2875,2523,23775,-73587.0,9759.333333333334
2025-06-07,2,Market,1,0,0,466330,432131,1398,559,23,864,648,10,59.338797905144474,3185,2533,-34199,-326685.0,-3167.3333333333335
2025-06-08,2,Market,1,0,0,546789,469812,1640,656,27,939,704,11,58.879032590688055,3655,2556,-76977,-247947.0,-29133.666666666668
2025-06-09,2,Market,0,0,0,426413,515882,1279,511,21,1031,773,12,58.8716175094722,3155,2556,89469,-45679.0,-7235.666666666667
2025-06-10,2,Market,0,0,0,339766,477604,1019,407,16,955,716,11,58.87153863718317,2625,2556,137838,-234896.0,50110.0
2025-06-11,2,Market,0,0,0,368171,563831,1104,441,18,1127,845,14,58.49337274394309,2945,2575,195660,4581.0,140989.0
2025-06-12,2,Market,0,0,0,336512,470048,1009,403,16,940,705,11,58.21059058115912,2615,2589,133536,922.0,155678.0
2025-06-13,2,Market,0,0,0,404310,468005,1212,485,20,936,702,11,57.78741619122591,2930,2610,63695,23775.0,130963.66666666667
2025-06-14,2,Market,1,0,0,519688,475007,1559,623,25,950,712,11,57.64989606175554,3525,2617,-44681,-34199.0,50850.0
2025-06-15,2,Market,1,0,0,517505,482513,1552,621,25,965,723,12,57.21498987884858,3535,2639,-34992,-76977.0,-5326.0
2025-06-16,2,Market,0,0,0,325668,455630,977,390,16,911,683,11,57.04565007662006,2535,2647,129962,89469.0,16763.0
2025-06-17,2,Market,0,0,0,382693,498837,1148,459,19,997,748,12,56.88074217219188,2890,2655,116144,137838.0,70371.33333333333
2025-06-18,2,Market,0,0,0,439170,468016,1317,527,21,936,702,11,56.60680676687327,3105,2669,28846,195660.0,91650.66666666667
2025-06-19,2,Market,0,0,0,432370,539151,1297,518,21,1078,808,13,56.47581898473401,3220,2676,106781,133536.0,83923.66666666667
2025-06-20,2,Market,0,0,0,374898,381432,1124,449,18,762,572,9,55.988848692947386,2610,2700,6534,63695.0,47387.0
2025-06-21,2,Market,1,0,0,502560,484962,1507,603,25,969,727,12,55.90126126109529,3460,2704,-17598,-44681.0,31905.666666666668
2025-06-22,2,Market,1,0,0,406435,492926,1219,487,20,985,739,12,55.594245661870964,3005,2720,86491,-34992.0,25142.333333333332
2025-06-23,2,Market,0,0,0,312099,540898,936,374,15,1081,811,13,55.23718489816981,2630,2738,228799,129962.0,99230.66666666667
2025-06-24,2,Market,0,0,0,414497,455525,1243,497,20,911,683,11,55.23088859183606,2960,2738,41028,116144.0,118772.66666666667
2025-06-25,2,Market,0,0,0,397271,412477,1191,476,19,824,618,10,54.98814064625313,2795,2750,15206,28846.0,95011.0
2025-06-26,2,Market,0,0,0,416810,542638,1250,500,20,1085,813,13,54.70758559186893,3155,2764,125828,106781.0,60687.333333333336
2025-06-27,2,Market,0,0,0,425023,551262,1275,510,21,1102,826,13,54.513003283612186,3225,2774,126239,6534.0,89091.0
2025-06-28,2,Market,1,0,0,468922,441744,1406,562,23,883,662,11,54.21825059152447,3205,2789,-27178,-17598.0,74963.0
2025-06-29,2,Market,1,0,0,501825,476824,1505,602,25,953,715,11,53.92456720179573,3450,2803,-25001,86491.0,24686.666666666668
2025-06-30,2,Market,0,1,0,631098,420232,1893,757,31,840,630,10,53.51855055528274,3990,2824,-210866,228799.0,-87681.66666666667
2025-07-01,2,Market,0,1,0,532860,486884,1598,639,26,973,730,12,53.44222406528243,3620,2827,-45976,41028.0,-93947.66666666667
2025-07-02,2,Market,0,1,0,340345,493621,1021,408,17,987,740,12,53.33940932751629,2680,2833,153276,15206.0,-34522.0
2025-07-03,2,Market,0,1,1,1180903,451157,3542,1417,59,902,676,11,53.303554067073826,6800,2834,-729746,125828.0,-207482.0
2025-07-04,2,Market,0,1,1,1515160,417045,4545,1818,75,834,625,10,53.27902728077993,8405,2836,-1098115,126239.0,-558195.0
2025-07-05,2,Market,1,1,0,691837,498954,2075,830,34,997,748,12,52.870597040509416,4440,2856,-192883,-27178.0,-673581.3333333334
2025-07-06,2,Market,1,0,0,432056,421326,1296,518,21,842,631,10,52.695873220117605,2990,2865,-10730,-25001.0,-433909.3333333333
2025-07-07,2,Market,0,0,0,365690,461529,1097,438,18,923,692,11,52.1997873628934,2745,2890,95839,-210866.0,-35924.666666666664
2025-07-08,2,Market,0,0,0,412752,478995,1238,495,20,957,718,11,51.89775131259387,3000,2905,66243,-45976.0,50450.666666666664
2025-07-09,2,Market,0,0,0,394543,442641,1183,473,19,885,663,11,51.788886795470354,2830,2910,48098,153276.0,70060.0
2025-07-10,2,Market,0,0,0,371285,518201,1113,445,18,1036,777,12,51.337789736279014,2880,2933,146916,-729746.0,87085.66666666667
2025-07-11,2,Market,0,0,0,427530,506291,1282,513,21,1012,759,12,51.20600326081971,3135,2939,78761,-1098115.0,91258.33333333333
2025-07-12,2,Market,1,0,0,470492,542430,1411,564,23,1084,813,13,50.7582432006293,3430,2962,71938,-192883.0,99205.0
2025-07-13,2,Market,1,0,0,483042,445037,1449,579,24,890,667,11,50.650577936864934,3290,2967,-38005,-10730.0,37564.666666666664
2025-07-14,2,Market,0,0,0,385141,394752,1155,462,19,789,592,9,50.533788395304,2705,2973,9611,95839.0,14514.666666666666
2025-07-15,2,Market,0,0,0,440032,442479,1320,528,22,884,663,11,50.410874828987396,3080,2979,2447,66243.0,-8649.0
2025-07-16,2,Market,0,0,0,409819,467751,1229,491,20,935,701,11,50.34239226708275,2955,2982,57932,48098.0,23330.0
2025-07-17,2,Market,0,0,0,366868,485769,1100,440,18,971,728,12,49.88883355749268,2795,3005,118901,146916.0,59760.0
2025-07-18,2,Market,0,0,0,435423,565520,1306,522,21,1131,848,14,49.79555162767535,3305,3010,130097,78761.0,102310.0
2025-07-19,2,Market,1,0,0,568735,417233,1706,682,28,834,625,10,49.52270011965888,3655,3023,-151502,71938.0,32498.666666666668
2025-07-20,2,Market,1,0,0,460794,452008,1382,552,23,904,678,11,49.1231949339827,3200,3043,-8786,-38005.0,-10063.666666666666
2025-07-21,2,Market,0,0,0,369875,426100,1109,443,18,852,639,10,48.82486348051646,2675,3058,56225,9611.0,-34687.666666666664
